100	0	0.55	-0.5999987	0.4934135	
100	0	0.6	-0.4926515	0.5052764	
100	0	0.65	-0.3939829	0.5227671	
100	0	0.7	-0.293303	0.5373317	
100	0	0.75	-0.1665881	0.5592832	
100	0	0.8	-0.03123864	0.5818411	
100	0	0.85	0.1109144	0.6350656	
100	0	0.9	0.3060169	0.6848435	
100	0	0.95	0.4898546	0.941202	
100	50	0.55	-1.011351	0.4318986	
100	50	0.6	-0.9643197	0.4572821	
100	50	0.65	-0.9164085	0.5044804	
100	50	0.7	-0.9018588	0.5530347	
100	50	0.75	-0.8487127	0.6086632	
100	50	0.8	-0.829786	0.6825306	
100	50	0.85	-0.8222158	0.790779	
100	50	0.9	-0.7967471	0.9389353	
100	50	0.95	-0.887007	1.304872	
100	100	0.55	-1.246383	0.3182782	
100	100	0.6	-1.191522	0.3255659	
100	100	0.65	-1.139917	0.3388713	
100	100	0.7	-1.081921	0.3465459	
100	100	0.75	-0.9959056	0.3663376	
100	100	0.8	-0.9261173	0.3901934	
100	100	0.85	-0.8104163	0.4464869	
100	100	0.9	-0.6512562	0.5852986	
100	100	0.95	-0.5250554	1.018691	
100	150	0.55	-1.45237	0.3053998	
100	150	0.6	-1.423113	0.3119623	
100	150	0.65	-1.375723	0.3197357	
100	150	0.7	-1.334126	0.3277997	
100	150	0.75	-1.28796	0.338444	
100	150	0.8	-1.211787	0.3670775	
100	150	0.85	-1.121049	0.4263279	
100	150	0.9	-1.006406	0.5487894	
100	150	0.95	-0.9178474	1.008866	
100	200	0.55	-1.594925	0.290789	
100	200	0.6	-1.578352	0.2965524	
100	200	0.65	-1.546232	0.3032078	
100	200	0.7	-1.50903	0.3145956	
100	200	0.75	-1.473195	0.3262701	
100	200	0.8	-1.418366	0.3567732	
100	200	0.85	-1.346416	0.4116657	
100	200	0.9	-1.26768	0.5493899	
100	200	0.95	-1.251613	0.9867101	
100	250	0.55	-1.700354	0.2735263	
100	250	0.6	-1.682884	0.2789142	
100	250	0.65	-1.658815	0.288695	
100	250	0.7	-1.634012	0.2992655	
100	250	0.75	-1.598764	0.3206582	
100	250	0.8	-1.565252	0.350561	
100	250	0.85	-1.525692	0.3978017	
100	250	0.9	-1.445734	0.5373279	
100	250	0.95	-1.457444	0.9655319	
100	300	0.55	-1.77696	0.2659882	
100	300	0.6	-1.759795	0.2688551	
100	300	0.65	-1.74833	0.2851622	
100	300	0.7	-1.729549	0.2898491	
100	300	0.75	-1.708072	0.3044429	
100	300	0.8	-1.681074	0.3353451	
100	300	0.85	-1.64746	0.3798384	
100	300	0.9	-1.625405	0.5359837	
100	300	0.95	-1.653597	0.9324632	
100	350	0.55	-1.831269	0.2593647	
100	350	0.6	-1.830312	0.2619169	
100	350	0.65	-1.818029	0.2691843	
100	350	0.7	-1.804464	0.2850437	
100	350	0.75	-1.791097	0.2945854	
100	350	0.8	-1.764172	0.326706	
100	350	0.85	-1.742022	0.3768122	
100	350	0.9	-1.733192	0.509187	
100	350	0.95	-1.824834	0.9157646	
100	400	0.55	-1.878297	0.2516613	
100	400	0.6	-1.878847	0.2553797	
100	400	0.65	-1.869946	0.2614818	
100	400	0.7	-1.865196	0.2729385	
100	400	0.75	-1.850979	0.2850061	
100	400	0.8	-1.844719	0.3136365	
100	400	0.85	-1.846368	0.3697432	
100	400	0.9	-1.837565	0.4951865	
100	400	0.95	-1.941427	0.9019997	
100	450	0.55	-1.92013	0.2438277	
100	450	0.6	-1.923733	0.2479405	
100	450	0.65	-1.919164	0.2570799	
100	450	0.7	-1.91582	0.2677158	
100	450	0.75	-1.905949	0.2856873	
100	450	0.8	-1.90242	0.3060912	
100	450	0.85	-1.89678	0.3593554	
100	450	0.9	-1.911385	0.4851849	
100	450	0.95	-2.035712	0.8709083	
100	500	0.55	-1.95331	0.2353769	
100	500	0.6	-1.951837	0.2419598	
100	500	0.65	-1.949249	0.249823	
100	500	0.7	-1.950873	0.2634673	
100	500	0.75	-1.96439	0.2718269	
100	500	0.8	-1.958168	0.2963466	
100	500	0.85	-1.949423	0.3536958	
100	500	0.9	-1.991483	0.4797206	
100	500	0.95	-2.130885	0.8488397	
100	550	0.55	-1.979745	0.2342762	
100	550	0.6	-1.975307	0.2440278	
100	550	0.65	-1.983913	0.244421	
100	550	0.7	-1.985791	0.2553514	
100	550	0.75	-1.984517	0.2705495	
100	550	0.8	-1.999645	0.295325	
100	550	0.85	-1.996957	0.3471358	
100	550	0.9	-2.050146	0.4799393	
100	550	0.95	-2.210354	0.8531482	
100	600	0.55	-1.995492	0.227627	
100	600	0.6	-2.007483	0.2369326	
100	600	0.65	-2.008328	0.2375538	
100	600	0.7	-2.013527	0.2511414	
100	600	0.75	-2.016944	0.2626337	
100	600	0.8	-2.033273	0.2903525	
100	600	0.85	-2.051218	0.3502653	
100	600	0.9	-2.09084	0.4698983	
100	600	0.95	-2.299192	0.8465818	
100	650	0.55	-2.019322	0.2224031	
100	650	0.6	-2.024906	0.2289032	
100	650	0.65	-2.034279	0.2341587	
100	650	0.7	-2.037436	0.2444927	
100	650	0.75	-2.048035	0.2585662	
100	650	0.8	-2.055874	0.279739	
100	650	0.85	-2.079897	0.3393618	
100	650	0.9	-2.14115	0.456476	
100	650	0.95	-2.336733	0.8322412	
100	700	0.55	-2.033792	0.2206884	
100	700	0.6	-2.040887	0.2273071	
100	700	0.65	-2.051599	0.2328219	
100	700	0.7	-2.057755	0.2420125	
100	700	0.75	-2.080083	0.2558428	
100	700	0.8	-2.08755	0.2883221	
100	700	0.85	-2.114016	0.3276994	
100	700	0.9	-2.173379	0.4626405	
100	700	0.95	-2.36306	0.8176181	
100	750	0.55	-2.051302	0.2198087	
100	750	0.6	-2.057779	0.2241431	
100	750	0.65	-2.063128	0.2312736	
100	750	0.7	-2.074283	0.2384945	
100	750	0.75	-2.090078	0.257091	
100	750	0.8	-2.10882	0.2823354	
100	750	0.85	-2.135462	0.3303684	
100	750	0.9	-2.197963	0.452892	
100	750	0.95	-2.410658	0.8093542	
100	800	0.55	-2.061424	0.2130395	
100	800	0.6	-2.07121	0.2232039	
100	800	0.65	-2.080185	0.2267666	
100	800	0.7	-2.088532	0.2395351	
100	800	0.75	-2.10654	0.2487947	
100	800	0.8	-2.127352	0.2773148	
100	800	0.85	-2.151977	0.3272626	
100	800	0.9	-2.224894	0.4600433	
100	800	0.95	-2.472146	0.8052936	
100	850	0.55	-2.073976	0.2155748	
100	850	0.6	-2.079682	0.218266	
100	850	0.65	-2.093525	0.2231208	
100	850	0.7	-2.107969	0.2327129	
100	850	0.75	-2.121973	0.2496212	
100	850	0.8	-2.144245	0.2794551	
100	850	0.85	-2.184731	0.3285934	
100	850	0.9	-2.258713	0.4376717	
100	850	0.95	-2.492185	0.7913442	
100	900	0.55	-2.081282	0.213906	
100	900	0.6	-2.091089	0.2177414	
100	900	0.65	-2.099486	0.2242895	
100	900	0.7	-2.112645	0.2330973	
100	900	0.75	-2.138023	0.2422827	
100	900	0.8	-2.163018	0.2734926	
100	900	0.85	-2.188867	0.3204261	
100	900	0.9	-2.263585	0.4433236	
100	900	0.95	-2.510613	0.7879402	
100	950	0.55	-2.090997	0.2097688	
100	950	0.6	-2.096097	0.2173364	
100	950	0.65	-2.115632	0.2181866	
100	950	0.7	-2.128448	0.2336845	
100	950	0.75	-2.144068	0.2503215	
100	950	0.8	-2.173386	0.2731264	
100	950	0.85	-2.215419	0.318412	
100	950	0.9	-2.291551	0.4463154	
100	950	0.95	-2.552534	0.7688842	
100	1000	0.55	-2.094174	0.210616	
100	1000	0.6	-2.100128	0.2155782	
100	1000	0.65	-2.127581	0.2144372	
100	1000	0.7	-2.133966	0.2325526	
100	1000	0.75	-2.160113	0.2413816	
100	1000	0.8	-2.183781	0.2667057	
100	1000	0.85	-2.221754	0.3231395	
100	1000	0.9	-2.319435	0.4412072	
100	1000	0.95	-2.553736	0.7745414	
100	1050	0.55	-2.103565	0.2098797	
100	1050	0.6	-2.11739	0.2105077	
100	1050	0.65	-2.128611	0.2228415	
100	1050	0.7	-2.142507	0.2261239	
100	1050	0.75	-2.168235	0.2400564	
100	1050	0.8	-2.193493	0.2678121	
100	1050	0.85	-2.239291	0.3144507	
100	1050	0.9	-2.328874	0.4424827	
100	1050	0.95	-2.588963	0.765185	
100	1100	0.55	-2.109352	0.2083828	
100	1100	0.6	-2.121265	0.2096352	
100	1100	0.65	-2.138539	0.2188197	
100	1100	0.7	-2.149882	0.2305164	
100	1100	0.75	-2.176049	0.2424299	
100	1100	0.8	-2.20716	0.2636179	
100	1100	0.85	-2.245832	0.3056303	
100	1100	0.9	-2.343942	0.4326632	
100	1100	0.95	-2.613636	0.770981	
100	1150	0.55	-2.107929	0.2094187	
100	1150	0.6	-2.130342	0.2086275	
100	1150	0.65	-2.145723	0.2169187	
100	1150	0.7	-2.159285	0.2210079	
100	1150	0.75	-2.185002	0.24244	
100	1150	0.8	-2.211886	0.2627469	
100	1150	0.85	-2.260616	0.3121987	
100	1150	0.9	-2.351231	0.4355252	
100	1150	0.95	-2.63921	0.7516196	
100	1200	0.55	-2.120987	0.2088894	
100	1200	0.6	-2.135532	0.207551	
100	1200	0.65	-2.149218	0.216932	
100	1200	0.7	-2.168844	0.2269755	
100	1200	0.75	-2.187268	0.2421148	
100	1200	0.8	-2.223414	0.265598	
100	1200	0.85	-2.267952	0.3131993	
100	1200	0.9	-2.371906	0.432573	
100	1200	0.95	-2.654096	0.7564926	
100	1250	0.55	-2.119942	0.2058085	
100	1250	0.6	-2.142432	0.2063742	
100	1250	0.65	-2.154423	0.2148931	
100	1250	0.7	-2.171592	0.2250279	
100	1250	0.75	-2.199794	0.2373301	
100	1250	0.8	-2.231747	0.2620789	
100	1250	0.85	-2.275252	0.3113612	
100	1250	0.9	-2.378637	0.4359154	
100	1250	0.95	-2.675866	0.7676243	
